area,extent,solidity,elongation,bbox_aspect_ratio,eccentricity,type
904.0,0.5390578413834228,0.9689174705251876,2.4773805243497304,1.1025641025641026,0.9149125278739818,control
440.0,0.4573804573804574,0.9361702127659575,3.367240996012259,1.4230769230769231,0.9548839979423024,control
439.0,0.6753846153846154,0.9669603524229075,1.8421606406245004,1.04,0.8398356028748433,control
900.0,0.5353955978584176,0.9584664536741214,2.407923525746123,1.0,0.9096865285765529,control
596.0,0.47794707297514033,0.946031746031746,3.394367515743266,1.4827586206896552,0.9556189013711142,control
683.0,0.398018648018648,0.9058355437665783,3.886411911243619,1.1282051282051282,0.9663297774536524,control
877.0,0.5629011553273428,0.9574235807860262,2.389107094106142,1.0789473684210527,0.9081861886372934,control
1089.0,0.3490384615384615,0.7328398384925976,5.239556845432764,2.051282051282051,0.9816180774673924,control
401.0,0.7924901185770751,0.9524940617577197,1.08135381742534,1.0454545454545454,0.3805345618313127,control
677.0,0.4143206854345165,0.9261285909712722,3.6247554401644635,1.131578947368421,0.9611918901775317,control
852.0,0.5080500894454383,0.9393605292171996,2.491436331268078,1.1025641025641026,0.9159138563917631,control
783.0,0.4565597667638484,0.9388489208633094,3.432715701679654,1.4,0.9566273245289083,control
507.0,0.580091533180778,0.8203883495145631,1.8206228667062647,1.6521739130434783,0.8356498226171218,control
626.0,0.4362369337979094,0.937125748502994,3.311813474868369,1.1714285714285715,0.9533239620147188,control
717.0,0.5857843137254902,0.9598393574297188,2.1705813996110774,1.0588235294117647,0.8875527748814487,control
444.0,0.6218487394957983,0.9507494646680942,2.1399360790533133,1.619047619047619,0.8840968683995829,control
834.0,0.4633333333333333,0.936026936026936,3.422877841727151,1.3888888888888888,0.9563719530345464,control
